pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_mass,st_logg,sy_dist
OGLE-TR-182 b,1,1,Transit,2007,3.9791,12.666,320.995,0,1550,5924,1.14,4.14,2501.75
OGLE-TR-211 b,1,1,Transit,2007,3.67724,15.244,327.351,0,1686,6325,1.33,4.17,1515.26
OGLE-TR-56 b,1,1,Transit,2002,1.2119189,15.278,441.77,0.67,2212,6050,1.17,4.09,282.8391387
OGLE2-TR-L9 b,1,1,Transit,2008,2.4855335,18.046,1430.175,,2034,6933,1.52,4.24,1627.63
Oph 11 b,1,1,Imaging,2006,7300000,12.3,4449.62,,2175,2375,0.02,4.25,136.165592
PDS 70 b,1,2,Imaging,2018,43500,30.488,953.49,0.19,1204,3972,0.76,3.68,113.064
PDS 70 c,1,2,Imaging,2019,,22.866,635.66,0.11,995,3972,0.76,3.68,113.064
PH1 b,4,1,Transit,2012,138.317,6.18,169,0.0702,481,6407,1.53,4.14,1033.16
PH2 b,1,1,Transit,2013,282.5255,10.12,25426.4,0.41,281,5629,0.94,4.41,343.863
POTS-1 b,1,1,Transit,2013,3.1606296,10.548,734.16,,,4400,0.69,4.63,747.959
PSR B0329+54 b,1,1,Pulsar Timing,2017,10140,1.22,1.97,0.236,,,1.44,,504.9331206
PSR B1257+12 b,1,3,Pulsar Timing,1994,25.262,0.338,0.02,0,,,1.4,,600
PSR B1257+12 c,1,3,Pulsar Timing,1992,66.5419,1.91,4.3,0.0186,,,1.4,,600
PSR B1257+12 d,1,3,Pulsar Timing,1992,98.2114,1.8,3.9,0.0264,,,1.4,,600
PSR B1620-26 b,2,1,Pulsar Timing,2003,,13.3,794.575,,,,1.35,,
PSR J1719-1438 b,1,1,Pulsar Timing,2011,0.09070629,,382.8,0.06,,4500,1.4,,1200
PSR J2322-2650 b,1,1,Pulsar Timing,2017,0.322964,13.9,252.64307,0.0017,,,1.4,,230
Pr0201 b,1,1,Radial Velocity,2012,4.4264,14.2,171.6282,0,,6174,1.24,4.41,180.64
Pr0211 b,2,2,Radial Velocity,2012,2.1461,13.4,597.5204,0.011,,5300,0.94,4.51,182.714
Pr0211 c,2,2,Radial Velocity,2016,4850,12.6,2475.8957,0.71,,5300,0.94,4.51,182.714
Proxima Cen b,3,1,Radial Velocity,2016,11.186,1.08,1.27,0.35,234,3050,0.12,5.16,1.30119
Qatar-1 b,1,1,Transit,2010,1.4200242,12.812,411.27202,0,1418,5013,0.84,4.55,185.615
Qatar-10 b,1,1,Transit,2019,1.645321,17.295,233.92288,0,1955,6124,1.16,4.3,559.068
Qatar-2 b,1,1,Transit,2011,1.33711647,14.056,792.635,0,1344,4645,0.74,4.53,181.374
Qatar-3 b,1,1,Transit,2017,2.5079204,12.285,1369.8473,0,1681,6007,1.15,4.29,735.601
Qatar-4 b,1,1,Transit,2017,1.8053564,12.722,1938.763,0,1385,5215,0.9,4.53,329.036
Qatar-5 b,1,1,Transit,2017,2.8792319,12.408,1373.0256,0,1415,5747,1.13,4.43,367.658
Qatar-6 b,2,1,Transit,2017,3.506195,11.904,212.31044,0,1006,5052,0.82,4.64,100.848
Qatar-7 b,1,1,Transit,2019,2.032046,19.055,597.5204,0,2053,6387,1.41,4.2,705.981
Qatar-8 b,1,1,Transit,2019,3.71495,14.404,117.91493,0,1457,5738,1.03,4.21,281.498
Qatar-9 b,1,1,Transit,2019,1.540731,11.31,378.2177,0,1134,4309,0.72,4.61,213.771
ROXs 12 b,2,1,Imaging,2013,,12.2,5085,0.83,,3850,0.87,4.07,136.65
ROXs 42 B b,2,1,Imaging,2013,,12.5,2860,0.58,1975,3433,1,,143.59
RR Cae b,2,1,Eclipse Timing Variations,2012,4343.5,13,1334.886,0,,3904,0.44,5.08,21.1916
Ross 128 b,1,1,Radial Velocity,2017,9.8658,1.11,1.4,0.116,301,3192,0.17,5.05,3.37454
Ross 458 c,2,1,Imaging,2010,,14.011,1906.98,,,3646,0.56,4.68,11.5094
SR 12 AB c,2,1,Imaging,2010,,12.3,4131.62,,,3828.93,,,112.3172158
SWEEPS-11 b,1,1,Transit,2006,1.796,12.666,3082.82,,,,1.1,,8500
SWEEPS-4 b,1,1,Transit,2006,4.2,9.079,1207.7,,,,1.24,,8500
TAP 26 b,1,1,Radial Velocity,2017,10.79,13.5,527.5978,,,4620,1.04,4.5,121.402
TCP J05074264+2447555 b,1,1,Microlensing,2018,,4.72,20,,,5805,0.59,4.15,505
TIC 172900988 b,2,1,Transit,2021,200.452,11.25,942,0.0271,,6050,1.24,4.25,250.956
TIC 237913194 b,1,1,Transit,2020,15.168865,12.52,617.22586,0.575,974,5788,1.03,4.38,306.063
TIC 257060897 b,1,1,Transit,2021,3.660028,16.701,212.94503,0.03,1762,5988,1.32,3.93,505.703
TOI-1062 b,1,2,Transit,2021,4.11296,2.265,10.15,0.177,1077,5328,0.94,4.55,82.1733
TOI-1062 c,1,2,Transit,2021,7.972,3.1,9.78,0.14,859,5328,0.94,4.55,82.1733
TOI-1130 b,1,2,Transit,2020,4.066499,3.65,12.9,0.22,810,4250,0.68,4.6,58.2609
TOI-1130 c,1,2,Transit,2020,8.350381,16.814,309.56642,0.047,637,4250,0.68,4.6,58.2609
TOI-1201 b,2,1,Transit,2021,2.4919863,2.415,6.28,0,703,3476,0.51,4.8,37.8871
TOI-122 b,1,1,Transit,2020,5.07803,2.72,7.85,0,471,3403,0.31,4.88,62.118
TOI-1231 b,1,1,Transit,2021,24.245586,3.65,15.4,0.087,330,3553,0.48,4.77,27.6227
TOI-1235 b,1,1,Transit,2020,3.444717,1.694,5.9,0.15,775,3997,0.63,4.64,39.6345
TOI-125 b,1,3,Transit,2019,4.65382,2.726,9.5,0.194,1037,5320,0.86,4.52,111.059
TOI-125 c,1,3,Transit,2019,9.15059,2.759,6.63,0.066,828,5320,0.86,4.52,111.059
TOI-125 d,1,3,Transit,2020,19.98,2.93,13.6,0.168,638,5320,0.86,4.52,111.059
TOI-1259 A b,2,1,Transit,2021,3.477978,11.456,140.16233,0,963,4775,0.74,4.61,118.106
TOI-1260 b,1,2,Transit,2021,3.12748,2.34,8.6,0,860,4227,0.66,4.57,73.5977
TOI-1260 c,1,2,Transit,2021,7.49325,2.82,11.8,0,643,4227,0.66,4.57,73.5977
TOI-1266 b,1,2,Transit,2020,10.894843,2.37,13.5,0.09,413,3600,0.45,4.85,36.0118
TOI-1266 c,1,2,Transit,2020,18.80151,1.56,2.2,0.04,344,3600,0.45,4.85,36.0118
TOI-1278 b,1,1,Transit,2021,14.47567,12.218,5879.82553,0.013,408,3799,0.54,4.68,75.5759
TOI-1296 b,1,1,Transit,2021,3.9443715,13.798,94.71287,0.055,1562,5603,1.17,4.05,323.265
TOI-1298 b,1,1,Transit,2021,4.537164,9.427,113.14691,0.032,1388,5889,1.44,4.39,319.036
TOI-132 b,1,1,Transit,2020,2.1097019,3.42,22.4,0.059,1395,5397,0.97,4.48,163.678
TOI-1333 b,2,1,Transit,2021,4.720219,15.648,753.2571,0.073,1679,6274,1.46,4.03,200.492
TOI-1338 b,2,1,Transit,2020,95.174,6.85,33,0.088,724,6050,1.13,4,399.017
TOI-1431 b,1,1,Transit,2021,2.650237,16.701,991.62463,0.0022,2370,7690,1.9,4.15,148.925
TOI-1444 b,1,2,Transit,2021,0.4702694,1.397,3.87,0,2148,5430,0.93,4.49,125.463
TOI-1444 c,1,2,Radial Velocity,2021,16.066,3.46,11.8,0,,5430,0.93,4.49,125.463
TOI-1478 b,1,1,Transit,2021,10.180249,11.882,270.47333,0.024,918,5597,0.95,4.37,152.892
TOI-150.01,1,1,Transit,2019,5.857487,14.067,797.7533,0.262,1404,6255,1.35,4.13,336.267
TOI-1518 b,1,1,Transit,2021,1.902603,21.017,731.00534,0.01,2492,7300,1.79,4.1,225.888
TOI-157 b,1,1,Transit,2020,2.0845435,14.415,375.0394,0,1588,5404,0.95,4.28,355.683
TOI-1601 b,1,1,Transit,2021,5.331751,13.888,314.6517,0.036,1619,5948,1.52,3.94,336.608
TOI-163 b,1,1,Transit,2019,4.231306,16.69,387.7526,0,1669,6495,1.44,4.19,411.719
TOI-1634 b,2,1,Transit,2021,0.989343,1.79,4.91,0.16,924,3550,0.5,4.83,35.2736
TOI-1685 b,1,1,Transit,2021,0.6691403,1.7,3.78,0,1069,3434,0.49,4.85,37.6153
TOI-169 b,1,1,Transit,2020,2.2554477,12.173,251.40353,0,1715,5880,1.15,4.28,407.84
TOI-172 b,1,1,Transit,2019,9.47725,10.817,1722.6386,0.3806,1198,5645,1.13,3.99,342.831
TOI-1728 b,1,1,Transit,2020,3.49151,5.05,26.78,0.057,767,3980,0.65,4.66,60.798
TOI-1749 b,1,3,Transit,2021,2.38839,1.39,57,0.14,831,3985,0.58,4.7,99.5561
TOI-1749 c,1,3,Transit,2021,4.4929,2.12,14,0.019,673,3985,0.58,4.7,99.5561
TOI-1749 d,1,3,Transit,2021,9.0497,2.52,15,0.062,533,3985,0.58,4.7,99.5561
TOI-178 b,1,6,Transit,2021,1.914558,1.152,1.5,,1040,4316,0.65,4.45,62.699
TOI-178 c,1,6,Transit,2021,3.23845,1.669,4.77,,873,4316,0.65,4.45,62.699
TOI-178 d,1,6,Transit,2021,6.5577,2.572,3.01,,690,4316,0.65,4.45,62.699
TOI-178 e,1,6,Transit,2021,9.961881,2.207,3.86,,600,4316,0.65,4.45,62.699
TOI-178 f,1,6,Transit,2021,15.231915,2.287,7.72,,521,4316,0.65,4.45,62.699
TOI-178 g,1,6,Transit,2021,20.7095,2.87,3.94,,470,4316,0.65,4.45,62.699
TOI-1789 b,1,1,Transit,2021,3.208664,16.141,222.47988,,1927,5991,1.51,3.94,229.067
TOI-1807 b,1,1,Transit,2021,0.549372,1.849,4.08,,2100,4757,0.75,4.65,42.5775
TOI-1899 b,1,1,Transit,2020,29.02,12.89,209.7678,0.118,362,3841,0.63,4.67,128.438
TOI-201 b,1,1,Transit,2021,52.97818,11.299,133.4886,0.28,759,6394,1.32,4.32,113.825
TOI-2076 b,1,3,Transit,2021,10.35566,3.282,10.8,,870,5187,0.85,4.61,41.9091
TOI-2076 c,1,3,Transit,2021,,4.438,18,,734,5187,0.85,4.61,41.9091
TOI-2076 d,1,3,Transit,2021,,4.14,16,,648,5187,0.85,4.61,41.9091
TOI-216.01,1,2,Transit,2019,34.556,11.29,200,0.029,497,5026,0.87,4.66,177.945
TOI-216.02,1,2,Transit,2019,17.089,7.69,30,0.132,628,5026,0.87,4.66,177.945
TOI-220 b,1,1,Transit,2021,10.695264,3.03,13.8,0.032,805,5298,0.82,4.37,90.7402
TOI-2202 b,1,2,Transit,2021,11.9101,11.321,310.83618,0.042,652,5144,0.82,4.55,235.933
TOI-2202 c,1,2,Transit Timing Variations,2021,24.6744,13.4,117.27868,0.0622,,5144,0.82,4.55,235.933
TOI-2257 b,1,1,Transit,2021,35.189346,2.194,5.45,0.496,256,3430,0.33,4.97,57.7911
TOI-2285 b,1,1,Transit,2021,27.26955,1.74,19.5,0.3,284,3491,0.45,4.77,42.409
TOI-237 b,1,1,Transit,2020,5.436098,1.44,2.67,0,388,3212,0.18,5.04,38.0749
TOI-2406 b,1,1,Transit,2021,3.0766896,2.94,8.96,0.26,447,3100,0.16,5.04,55.419
TOI-251 b,1,1,Transit,2021,4.93777,2.74,317.83,0,1041,5875,1.04,4.56,99.523
TOI-257 b,1,1,Transit,2021,18.38818,7.163,43.86032,0,1027,6095,1.41,4.04,76.9028
TOI-269 b,1,1,Transit,2021,3.6977104,2.77,8.8,0.425,531,3514,0.39,4.83,57.0225
TOI-270 b,1,3,Transit,2019,3.3601538,1.206,1.58,0.034,581,3506,0.39,4.87,22.4793
TOI-270 c,1,3,Transit,2019,5.6605731,2.355,6.15,0.027,488,3506,0.39,4.87,22.4793
TOI-270 d,1,3,Transit,2019,11.379573,2.133,4.78,0.032,387,3506,0.39,4.87,22.4793
TOI-3362 b,1,1,Transit,2021,18.09547,12.801,1598.35906,0.815,643,6532,1.45,4.07,366.987
TOI-421 b,2,2,Transit,2020,5.19672,2.68,7.17,0.163,981,5325,0.85,4.49,74.7969
TOI-421 c,2,2,Transit,2020,16.06819,5.09,16.42,0.152,674,5325,0.85,4.49,74.7969
TOI-431 b,1,3,Transit,2021,0.490047,1.28,3.07,0,1862,4850,0.78,4.6,32.5686
TOI-431 c,1,3,Radial Velocity,2021,4.8494,1.49,2.83,0,867,4850,0.78,4.6,32.5686
TOI-431 d,1,3,Transit,2021,12.46103,3.29,9.9,0,633,4850,0.78,4.6,32.5686
TOI-451 b,2,3,Transit,2020,1.858703,1.91,4.31,0,1491,5550,0.95,4.56,123.739
TOI-451 c,2,3,Transit,2020,9.192522,3.1,9.8,0,875,5550,0.95,4.56,123.739
TOI-451 d,2,3,Transit,2020,16.364988,4.07,15.6,0,722,5550,0.95,4.56,123.739
TOI-481 b,1,1,Transit,2020,10.33111,11.097,486.2799,0.153,1370,5735,1.14,4.06,179.366
TOI-519 b,1,1,Transit,2021,1.2652328,11.994,4449.62,,760,3350,0.37,5,115.557
TOI-530 b,1,1,Transit,2021,6.387597,9.303,127.13136,0,565,3659,0.53,4.7,148.762
TOI-532 b,1,1,Transit,2021,2.3266508,5.82,61.5,0,867,3927,0.64,4.67,135.047
TOI-540 b,1,1,Transit,2020,1.2391491,0.903,0.674,0,611,3216,0.16,4.44,14.0022
TOI-558 b,1,1,Transit,2021,14.574071,12.173,1147.36055,0.298,1061,6466,1.35,4.22,402.63
TOI-559 b,1,1,Transit,2021,6.9839095,12.229,1910.14873,0.151,1180,5925,1.03,4.27,233.266
TOI-561 b,1,5,Transit,2020,0.446578,1.423,1.59,0,2480,5455,0.79,4.47,85.799
TOI-561 c,1,5,Transit,2020,10.779,2.878,5.4,0.06,860,5455,0.79,4.47,85.799
TOI-561 d,1,5,Transit,2020,25.62,2.53,11.95,0.051,,5455,0.79,4.47,85.799
TOI-561 e,1,5,Transit,2020,77.23,2.67,16,0.061,,5455,0.79,4.47,85.799
TOI-561 f,1,5,Transit,2020,16.287,2.32,3,0,750,5326,0.81,4.5,85.799
TOI-564 b,1,1,Transit,2020,1.651144,11.433,464.98529,0.072,1714,5640,1,4.36,199.581
TOI-628 b,1,1,Transit,2021,3.4095675,11.882,2011.8639,0.072,1586,6250,1.31,4.3,178.68
TOI-640 b,1,1,Transit,2021,5.0037775,19.851,279.6904,0.05,1749,6460,1.54,3.99,341.997
TOI-674 b,1,1,Transit,2021,1.977143,5.25,23.6,0,635,3514,0.42,4.81,46.0851
TOI-677 b,1,1,Transit,2020,11.2366,13.115,392.83788,0.435,1252,6295,1.18,4.29,141.812
TOI-700 b,1,3,Transit,2020,9.97702,1.037,1.11,0.081,417,3461,0.41,4.8,31.1265
TOI-700 c,1,3,Transit,2020,16.05111,2.65,7.51,0.078,356,3461,0.41,4.8,31.1265
TOI-700 d,1,3,Transit,2020,37.42475,1.144,1.57,0.111,269,3461,0.41,4.8,31.1265
TOI-763 b,1,2,Transit,2020,5.6057,2.28,9.79,0.04,1038,5450,0.92,4.45,95.1274
TOI-763 c,1,2,Transit,2020,12.2737,2.63,9.32,0.04,800,5450,0.92,4.45,95.1274
TOI-776 b,1,2,Transit,2020,8.24661,1.85,4,0.06,514,3709,0.54,4.73,27.1701
TOI-776 c,1,2,Transit,2020,15.6653,2.02,5.3,0.04,415,3709,0.54,4.73,27.1701
TOI-813 b,1,1,Transit,2020,83.8911,6.71,36.4,0,610,5907,1.32,3.86,263.145
TOI-824 b,1,1,Transit,2020,1.392978,2.926,18.467,,1253,4600,0.71,4.61,63.9262
TOI-837 b,1,1,Transit,2020,8.3248762,8.631,381.396,0,981,6047,1.12,4.47,142.488
TOI-849 b,1,1,Transit,2020,0.76552414,3.444,39.09,0,1932,5373.8,0.93,4.48,225.734
TOI-892 b,1,1,Transit,2020,10.62656,11.994,301.9385,0.125,1397,6261,1.28,4.26,340.543
TOI-905 b,1,1,Transit,2020,3.739494,13.126,211.99261,0.024,1192,5570,0.97,4.5,158.649
TOI-942 b,3,2,Transit,2020,4.32419,4.81,826.358,0,1120,4928,0.79,4.31,152.601
TOI-942 c,3,2,Transit,2020,10.15643,5.79,794.575,0,,4928,0.79,4.31,152.601
TOI-954 b,1,1,Transit,2020,3.6849729,9.55,55.30242,0.14,1526,5710,1.2,3.96,238.768
TRAPPIST-1 b,1,7,Transit,2016,1.510826,1.116,1.374,0.00622,400,2566,0.09,5.24,12.4298888
TRAPPIST-1 c,1,7,Transit,2016,2.421937,1.097,1.308,0.00654,342,2566,0.09,5.24,12.4298888
TRAPPIST-1 d,1,7,Transit,2016,4.049219,0.788,0.388,0.00837,288,2566,0.09,5.24,12.4298888
TRAPPIST-1 e,1,7,Transit,2017,6.101013,0.92,0.692,0.0051,251,2566,0.09,5.24,12.4298888
TRAPPIST-1 f,1,7,Transit,2017,9.20754,1.045,1.039,0.01007,219,2566,0.09,5.24,12.4298888
TRAPPIST-1 g,1,7,Transit,2017,12.352446,1.129,1.321,0.00208,199,2566,0.09,5.24,12.4298888
TRAPPIST-1 h,1,7,Transit,2017,18.772866,0.755,0.326,0.00567,173,2566,0.09,5.24,12.4298888
TYC 0434-04538-1 b,1,1,Radial Velocity,2021,193.2,12.7,1938.763,0.08,,4679,1.04,2.49,613.422
TYC 1422-614-1 b,1,2,Radial Velocity,2014,198.4,13.3,794.5,0.06,,4806,1.15,2.85,672.41
TYC 1422-614-1 c,1,2,Radial Velocity,2014,559.3,12.5,3178,0.048,,4806,1.15,2.85,672.41
TYC 3318-01333-1 b,1,1,Radial Velocity,2018,562,13.1,1086.9786,0.098,,4776,1.19,2.97,490.61
TYC 3667-1280-1 b,1,1,Radial Velocity,2016,26.468,12.8,1716.282,0.036,1350,5130,1.87,3.11,477.516
TYC 4282-00605-1 b,1,1,Radial Velocity,2017,101.54,12.4,3426.2074,0.28,,4300,0.97,2,464.128
TYC 8998-760-1 b,1,2,Imaging,2020,,12.3,4449.62,,,4573,1,4.29,94.6177
TYC 8998-760-1 c,1,2,Imaging,2020,,12.33,1906.98,,1240,4573,1,4.29,94.6177
Teegarden's Star b,1,2,Radial Velocity,2019,4.91,1.02,1.05,0,,2904,0.09,5.27,3.83078
Teegarden's Star c,1,2,Radial Velocity,2019,11.409,1.04,1.11,0,,2904,0.09,5.27,3.83078
TrES-1 b,2,1,Transit,2004,3.03007,12.666,266.9772,0,1140,5230,1.04,4.57,159.658
TrES-2 b,2,1,Transit,2006,2.47063,15.244,473.5667,0,1466,5850,1.36,4.43,215.32
TrES-3 b,1,1,Transit,2007,1.30618581,14.975,607.03,0,1638,5650,0.93,4.57,231.337
TrES-4 b,2,1,Transit,2007,3.55395,18.046,247.9074,0,1778,6200,1.08,4.06,515.98
TrES-5 b,1,1,Transit,2011,1.48224686,13.384,568.9157,0.03,1480,5171,0.9,4.52,360.313
UKIRT-2017-BLG-001L b,1,1,Microlensing,2018,,13.7,407,,,,0.81,,6300
USco CTIO 108 b,1,1,Imaging,2008,,12.3,4449.62,,,2700,0.06,4.88,144.019
USco1556 b,1,1,Imaging,2019,,12.3,4767.45,,2240,3410,0.33,4.59,140.635
USco1621 b,1,1,Imaging,2019,,12.2,5085.28,,2270,3460,0.36,4.25,137.901
UZ For b,2,2,Eclipse Timing Variations,2011,5840,,2002.2,0.04,,5286.9,0.7,,239.6038748
UZ For c,2,2,Eclipse Timing Variations,2011,1916.25,,2447.2,0.05,,5286.9,0.7,,239.6038748
V0391 Peg b,1,1,Pulsation Timing Variations,2007,1170,13.1,1017.056,0,,29300,0.5,5.4,1195.98
V1298 Tau b,1,4,Transit,2019,24.1396,10.27,74.9,0.29,677,4970,1.1,4.25,108.199
V1298 Tau c,1,4,Transit,2019,8.24958,5.59,26.7,0.43,968,4962.28,1.1,4.25,108.199
V1298 Tau d,1,4,Transit,2019,12.4032,6.41,33.6,0.21,845,4962.28,1.1,4.25,108.199
V1298 Tau e,1,4,Transit,2019,60,8.74,57,0.57,492,4962.28,1.1,4.25,108.199
V830 Tau b,1,1,Radial Velocity,2016,4.927,14,222.481,0,,4250,1,,130.111
VHS J125601.92-125723.9 b,2,1,Imaging,2015,,12.4,3559.696,,,2620,0.07,5.05,12.7
WASP-1 b,2,1,Transit,2007,2.5199454,16.623,271.415,0,1812,6110,1.24,4.21,393.072
WASP-10 b,1,1,Transit,2008,3.0927616,12.106,1001.12,0.0473,1370,4675,0.75,4.63,140.998
WASP-100 b,2,1,Transit,2014,2.84938,14.908,400.4658,0,2190,6900,0.77,4.35,364.411
WASP-101 b,1,1,Transit,2014,3.58572,16.029,162.0933,0,1560,6380,1.41,4.31,201.224
WASP-103 b,1,1,Transit,2014,0.925542,17.127,473.547,0.15,2508,6110,1.22,4.22,375.647
WASP-104 b,2,1,Transit,2014,1.7554137,12.745,404.263,0,1516,5475,1.08,4.5,185.932
WASP-105 b,1,1,Transit,2017,7.87288,10.761,572.094,0,900,5070,0.89,4.2,169.272
WASP-106 b,1,1,Transit,2014,9.28971,11.433,514.8846,0,1140,6055,0.93,4.23,352.181
WASP-107 b,1,2,Transit,2017,5.7214742,10.536,30.5,0.06,736,4425,0.68,4.63,64.7414
WASP-107 c,1,2,Radial Velocity,2020,1088,13.2,115,0.28,,4425,0.68,4.63,64.7414
WASP-11 b,3,1,Transit,2008,3.72247,12.442,251.0857,0,992,4800,1.42,4.45,124.73
WASP-110 b,1,1,Transit,2021,3.77840121,13.877,162.09249,0,,5400,0.95,4.1,274.96
WASP-113 b,1,1,Transit,2016,4.54216875,15.793,150.96925,0,1496,5890,1.32,4.2,435.156
WASP-114 b,2,1,Transit,2016,1.5487743,15.009,562.24127,0.012,2043,5940,1.29,4.3,523.337
WASP-117 b,1,1,Transit,2014,10.02165,11.882,95.349,0.3,1001,6040,1.29,4.28,157.963
WASP-118 b,1,1,Transit,2016,4.0460435,16.141,163.36462,0,1729,6410,1.32,4.1,376.658
WASP-119 b,1,1,Transit,2016,2.49979,15.693,390.9309,0.058,1600,5650,1.02,4.26,302.448
WASP-12 b,3,1,Transit,2008,1.09142,21.712,465.62095,0.0447,2593,6360,1.43,4.16,427.246
WASP-120 b,1,1,Transit,2016,3.6112706,16.511,1541.4755,0.057,1880,6450,1.39,4.04,381.174
WASP-121 b,1,1,Transit,2016,1.2749255,20.905,375.99289,0,2358,6459,1.35,4.24,269.898
WASP-123 b,2,1,Transit,2016,2.9776412,14.773,285.72917,0,1520,5740,1.17,4.29,197.996
WASP-124 b,1,1,Transit,2016,3.37265,13.899,190.698,0.017,1400,6050,1.07,4.44,448.637
WASP-126 b,1,2,Transit,2016,3.28883,10.503,90.3,0.18,1480,5800,1.12,4.28,216.526
WASP-126 c,1,2,Transit Timing Variations,2019,7.63,9.38,64.2,0.05,,5800,1.12,4.28,216.526
WASP-127 b,2,1,Transit,2016,4.17806203,14.695,52.3466,0,1400,5620,0.95,4.18,159.507
WASP-129 b,2,1,Transit,2016,5.748145,10.424,317.83,0.096,1100,5900,1,4.53,301.462
WASP-13 b,1,1,Transit,2009,4.35301,13.675,114.4188,0,1531,5950,0.72,4.06,227.537
WASP-130 b,1,1,Transit,2016,11.55098,9.976,390.9309,0,833,5625,1.04,4.49,172.256
WASP-131 b,1,1,Transit,2016,5.322023,13.675,85.8141,0,1460,6030,1.06,4.09,200.075
WASP-132 b,1,1,Transit,2016,7.133521,9.752,130.3103,0,763,4775,0.8,4.61,122.91
WASP-133 b,1,1,Transit,2016,2.176423,13.563,368.6828,0.17,1790,5700,1.16,4.18,559.084
WASP-135 b,1,1,Transit,2015,1.4013794,14.572,603.877,0,,5675,0.98,4.47,298.214
WASP-136 b,1,1,Transit,2016,5.215357,15.468,479.9233,,1742,6260,1.41,3.9,275.587
WASP-138 b,1,1,Transit,2016,3.634433,12.218,387.7526,,1590,6272,1.22,4.25,414.234
WASP-139 b,2,1,Transit,2016,5.924262,8.967,37.18611,0,910,5310,0.92,4.59,212.472
WASP-14 b,3,1,Transit,2008,2.24375,15.468,2809.6172,0.09,1872,6475,1.62,4.07,161.997
WASP-140 b,2,1,Transit,2016,2.2359835,16.141,775.5052,0.047,1320,5260,0.9,4.51,117.598
WASP-141 b,1,1,Transit,2016,3.310651,13.563,854.9627,0,1540,5900,1.25,4.26,516.543
WASP-142 b,1,1,Transit,2016,2.052868,17.15,266.9772,0,2000,6010,1.33,4.13,730.933
WASP-144 b,1,1,Transit,2018,2.2783152,9.528,139.8452,0,1260,5200,0.81,4.53,355.513
WASP-145 A b,2,1,Transit,2018,1.7690381,10.088,282.8687,0,1200,4900,0.76,4.65,91.299
WASP-147 b,1,1,Transit,2018,4.60273,12.498,87.40325,0,1404,5702,1.04,4.21,436.098
WASP-148 b,1,2,Transit,2020,8.80381,8.093,92.48853,0.22,940,5460,1,4.4,246.353
WASP-148 c,1,2,Radial Velocity,2020,34.516,14,127.132,0.359,590,5460,1,4.4,246.353
WASP-15 b,1,1,Transit,2009,3.7521,15.805,171.6282,0,1676,6300,1.18,4.35,282.091
WASP-150 b,1,1,Transit,2020,5.644207,11.994,2688.8418,0.3775,1460,6218,1.39,4.15,527.995
WASP-151 b,1,1,Transit,2017,4.533471,12.666,98.5273,0.003,1290,5871,1.08,4.35,453.099
WASP-153 b,1,1,Transit,2017,3.332609,17.374,123.9537,0.009,1700,5914,1.34,4.1,610.176
WASP-156 b,1,1,Transit,2017,3.836169,5.717,40.68224,0.007,970,4910,0.84,4.6,122.066
WASP-157 b,1,1,Transit,2016,3.951623,11.19,182.43442,0,1193,5772,1.06,4.38,334.037
WASP-158 b,1,1,Transit,2018,3.656333,11.994,886.7457,0,1590,6350,1.38,4.3,524.993
WASP-159 b,1,1,Transit,2018,3.840401,15.468,174.8065,0,1850,6120,1.41,3.94,715.383
WASP-16 b,1,1,Transit,2009,3.1186,13.675,394.1092,0,1389,5700,1.78,4.49,194.134
WASP-160 B b,2,1,Transit,2018,3.7684952,12.218,88.35674,0,1119,5298,0.87,4.5,288.326
WASP-161 b,1,1,Transit,2018,5.4060425,12.812,791.3967,,1557,6400,1.39,4.11,343.08
WASP-162 b,1,1,Transit,2018,9.62468,11.209,1652.716,0.434,910,5300,0.95,4.33,310.841
WASP-163 b,1,1,Transit,2018,1.6096884,13.473,594.3421,,1638,5500,0.97,4.41,261.386
WASP-164 b,1,1,Transit,2018,1.7771255,12.644,676.9779,0,1610,5806,0.95,4.46,327.506
WASP-165 b,1,1,Transit,2018,3.465509,14.123,209.13214,0,1624,5599,1.25,3.93,602.236
WASP-166 b,1,1,Transit,2019,5.44354,7.062,32.10083,0,1270,6050,1.19,4.34,114.173
WASP-167 b,1,1,Transit,2017,2.0219596,17.71,2542.64,,2329,7000,1.59,4.13,423.552
WASP-168 b,2,1,Transit,2018,4.153658,16.814,133.4886,0,1340,6000,1.08,4.37,303.941
WASP-169 b,1,1,Transit,2019,5.6114118,14.617,178.30263,0,1604,6110,1.34,3.96,627.066
WASP-17 b,1,1,Transit,2009,3.73543,20.961,247.9074,0,1755,6550,2.28,4.2,405.908
WASP-170 b,1,1,Transit,2018,2.34478022,12.285,508.528,,1422,5600,0.93,4.47,305.603
WASP-171 b,1,1,Transit,2019,3.8186244,10.985,344.52772,0,1642,5965,1.17,4.08,757.84
WASP-172 b,1,1,Transit,2018,5.477433,17.598,149.3801,0,1740,6900,1.49,4.05,538.11
WASP-173 A b,2,1,Transit,2018,1.38665318,13.451,1172.7927,0,1880,5800,1.05,4.37,232.98
WASP-174 b,1,1,Transit,2018,4.2337,14.572,413.179,,1490,6400,1.3,4.32,410.149
WASP-175 b,1,1,Transit,2019,3.0652907,13.54,314.6517,0,1571,6229,1.21,4.36,539.36
